paper_id,field,source,inventory_id,era_band,draw_idx,seed,unit_id,unit_year,title,doi,eligible_units,eligible_papers_in_selected_unit,selection_probability,design_weight,pdf_url,pdf_path,text_path,pdf_sha256,text_chars
P0284,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,11,202606200702,plos_computational_biology_2025_v22_i4,2025,Structural Mechanisms Underlying Distinct Binding and Activities of 18:0 and 18:1 Lysophosphatidic acids at LPA1 Receptor,10.1371/journal.pcbi.1013825,138,2,0.0036231884057971,276,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1013825&type=printable,corpus/pdfs/computational_biology/P0284.pdf,corpus/text/computational_biology/P0284.txt,7d98db0c2f1b6fc26c5dede50d2009edb29aef50b863665424611c23b411c325,106257
P0285,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,12,202606200702,plos_computational_biology_2016_v12_i5,2016,"Human Leg Model Predicts Muscle Forces, States, and Energetics during Walking",10.1371/journal.pcbi.1004912,138,43,0.000168520390967307,5934,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004912&type=printable,corpus/pdfs/computational_biology/P0285.pdf,corpus/text/computational_biology/P0285.txt,b843cea8bacc4c1112c5cd0915181168241310730db3077b458fe6c65686b1bd,90789
P0286,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,13,202606200702,plos_computational_biology_2022_v18_i4,2022,RNA folding using quantum computers,10.1371/journal.pcbi.1010032,138,63,0.000115021854152289,8694,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1010032&type=printable,corpus/pdfs/computational_biology/P0286.pdf,corpus/text/computational_biology/P0286.txt,77c3ecaf3414b3315dd45d79fa59c25bacbe20e71df8f39fc4143d72ba4ad7c8,59974
P0287,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,14,202606200702,plos_computational_biology_2023_v19_i9,2023,"OpenABC enables flexible, simplified, and efficient GPU accelerated simulations of biomolecular condensates",10.1371/journal.pcbi.1011442,138,63,0.000115021854152289,8694,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1011442&type=printable,corpus/pdfs/computational_biology/P0287.pdf,corpus/text/computational_biology/P0287.txt,47c390b763506e40c19ba984bc806528c4352741bbf7dc9b779eb430c8b9747b,66094
P0288,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,15,202606200702,plos_computational_biology_2018_v14_i8,2018,SILGGM: An extensive R package for efficient statistical inference in large-scale gene networks,10.1371/journal.pcbi.1006369,138,46,0.000157529930686831,6348,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1006369&type=printable,corpus/pdfs/computational_biology/P0288.pdf,corpus/text/computational_biology/P0288.txt,6b4021218d925764ef932984ff3e684692d6ca43a5e3043778492344e0cc5b20,45418
P0289,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,16,202606200702,plos_computational_biology_2020_v16_i5,2020,Accelerating prediction of chemical shift of protein structures on GPUs: Using OpenACC,10.1371/journal.pcbi.1007877,138,57,0.000127129417747267,7866,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1007877&type=printable,corpus/pdfs/computational_biology/P0289.pdf,corpus/text/computational_biology/P0289.txt,8da060dab46f25673ca5864085d28cf59095d940ab36f9834741a9b58b08a7ec,40066
P0290,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,17,202606200702,plos_computational_biology_2020_v16_i8,2020,"Vector genetics, insecticide resistance and gene drives: An agent-based modeling approach to evaluate malaria transmission and elimination",10.1371/journal.pcbi.1008121,138,54,0.00013419216317767,7452,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1008121&type=printable,corpus/pdfs/computational_biology/P0290.pdf,corpus/text/computational_biology/P0290.txt,9df3f49398fadde685e878cf48209d195c58d65d1a924f54290d1f14c4d93ce6,77222
P0291,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,18,202606200702,plos_computational_biology_2015_v11_i5,2015,Native Contact Density and Nonnative Hydrophobic Effects in the Folding of Bacterial Immunity Proteins,10.1371/journal.pcbi.1004260,138,45,0.000161030595813205,6210,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004260&type=printable,corpus/pdfs/computational_biology/P0291.pdf,corpus/text/computational_biology/P0291.txt,7bce9076a0b939e1e8af6ee63e376fbf5c157c78b7ae229bc79f445a2519ce8c,94197
P0292,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,19,202606200702,plos_computational_biology_2021_v17_i9,2021,Insights into the dynamic trajectories of protein filament division revealed by numerical investigation into the mathematical model of pure fragmentation,10.1371/journal.pcbi.1008964,138,97,7.47049155834454e-05,13386,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1008964&type=printable,corpus/pdfs/computational_biology/P0292.pdf,corpus/text/computational_biology/P0292.txt,e8591ad936dfcc0b2b98cb3687a3e6723b77bb00b796ccc1c7e1a81350f984c6,70582
P0293,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,20,202606200702,plos_computational_biology_2019_v15_i6,2019,How single neuron properties shape chaotic dynamics and signal transmission in random neural networks,10.1371/journal.pcbi.1007122,138,53,0.000136724090784796,7314,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1007122&type=printable,corpus/pdfs/computational_biology/P0293.pdf,corpus/text/computational_biology/P0293.txt,9dd10803f26386f1fb5ebee5cc84b69991c0cbbe2301fe402e9865c91614b919,116592
P0294,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,21,202606200702,plos_computational_biology_2017_v13_i10,2017,"Bistability, non-ergodicity, and inhibition in pairwise maximum-entropy models",10.1371/journal.pcbi.1005762,138,62,0.000116877045348294,8556,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1005762&type=printable,corpus/pdfs/computational_biology/P0294.pdf,corpus/text/computational_biology/P0294.txt,4ecaeefd3ded36f58462f5fcbbe233b18394be9f45c1517ea49ff39a0b41f8dd,157508
P0295,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,22,202606200702,plos_computational_biology_2023_v19_i3,2023,Development of a scoring function for comparing simulated and experimental tumor spheroids,10.1371/journal.pcbi.1010471,138,64,0.000113224637681159,8832,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1010471&type=printable,corpus/pdfs/computational_biology/P0295.pdf,corpus/text/computational_biology/P0295.txt,d1af8b6c3d67cf04a77386d08a092793ff408c894deb40aa484b2f722bf11a57,90733
P0296,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,23,202606200702,plos_computational_biology_2015_v11_i8,2015,Formation and Dynamics of Waves in a Cortical Model of Cholinergic Modulation,10.1371/journal.pcbi.1004449,138,52,0.000139353400222965,7176,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004449&type=printable,corpus/pdfs/computational_biology/P0296.pdf,corpus/text/computational_biology/P0296.txt,b61230daf07b48c66c493521d72fcf36178c6005140775d77b91cefc80287d56,52328
P0297,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,24,202606200702,plos_computational_biology_2018_v14_i9,2018,Evolutionary footprint of epistasis,10.1371/journal.pcbi.1006426,138,36,0.000201288244766506,4968,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1006426&type=printable,corpus/pdfs/computational_biology/P0297.pdf,corpus/text/computational_biology/P0297.txt,5fecd35f00cd01d22a1156b2c6a161f1315f8d5ff8b0e5e750df81207becef4a,61697
P0298,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,25,202606200702,plos_computational_biology_2019_v15_i11,2019,Network-based analysis of prostate cancer cell lines reveals novel marker gene candidates associated with radioresistance and patient relapse,10.1371/journal.pcbi.1007460,138,39,0.000185804533630621,5382,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1007460&type=printable,corpus/pdfs/computational_biology/P0298.pdf,corpus/text/computational_biology/P0298.txt,1be8e45f4d5b6c4c521ba815b9585f0a4de59761227da492e520cf20f36dee78,97248
P0299,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,26,202606200702,plos_computational_biology_2018_v13_i5,2018,Network inference reveals novel connections in pathways regulating growth and defense in the yeast salt response,10.1371/journal.pcbi.1006088,138,1,0.0072463768115942,138,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1006088&type=printable,corpus/pdfs/computational_biology/P0299.pdf,corpus/text/computational_biology/P0299.txt,d8415c4303a91e9a5816a081a5897e0ce202f48e02c5f45d70cc9adf36440620,111433
P0300,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,27,202606200702,plos_computational_biology_2015_v11_i8,2015,Partial Unwrapping and Histone Tail Dynamics in Nucleosome Revealed by Coarse-Grained Molecular Simulations,10.1371/journal.pcbi.1004443,138,52,0.000139353400222965,7176,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004443&type=printable,corpus/pdfs/computational_biology/P0300.pdf,corpus/text/computational_biology/P0300.txt,1bb9e33c0afa267371c63446ec7b63abd4e27c0416ef1ba376744e6608b8729e,62463
P0301,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,28,202606200702,plos_computational_biology_2019_v15_i1,2019,Inherent versus induced protein flexibility: Comparisons within and between apo and holo structures,10.1371/journal.pcbi.1006705,138,42,0.000172532781228433,5796,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1006705&type=printable,corpus/pdfs/computational_biology/P0301.pdf,corpus/text/computational_biology/P0301.txt,d187b798d3d61d766d6ce9e27bf5480582552bc1f3da63f37a02230309c5caa5,69765
P0302,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,29,202606200702,plos_computational_biology_2021_v17_i8,2021,A multi-approach and multi-scale platform to model CD4+ T cells responding to infections,10.1371/journal.pcbi.1009209,138,73,9.9265435775263e-05,10074,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1009209&type=printable,corpus/pdfs/computational_biology/P0302.pdf,corpus/text/computational_biology/P0302.txt,b37dc063e75628ae0cb7a714225a08d25de7103f299ff3015e2f18fd397429b4,86500
P0303,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,30,202606200702,plos_computational_biology_2022_v18_i11,2022,Optimized phylogenetic clustering of HIV-1 sequence data for public health applications,10.1371/journal.pcbi.1010745,138,53,0.000136724090784796,7314,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1010745&type=printable,corpus/pdfs/computational_biology/P0303.pdf,corpus/text/computational_biology/P0303.txt,7752635a5e8caed128c2b3c96cac700deecb1ddddeafca03d0fafa97ec367f43,95360
P0304,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,31,202606200702,plos_computational_biology_2017_v13_i5,2017,Protein charge distribution in proteomes and its impact on translation,10.1371/journal.pcbi.1005549,138,45,0.000161030595813205,6210,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1005549&type=printable,corpus/pdfs/computational_biology/P0304.pdf,corpus/text/computational_biology/P0304.txt,35012e7b25146a9dad3a62e091059d79933925c5340333b046c67b77fe4d9024,69904
P0305,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,32,202606200702,plos_computational_biology_2016_v12_i7,2016,Phasic Burst Stimulation: A Closed-Loop Approach to Tuning Deep Brain Stimulation Parameters for Parkinson’s Disease,10.1371/journal.pcbi.1005011,138,37,0.000195848021934978,5106,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1005011&type=printable,corpus/pdfs/computational_biology/P0305.pdf,corpus/text/computational_biology/P0305.txt,07f2e1385326f48f06fa4631de96c736a080eaee434ad7675fe3ae50430d6a6d,52930
P0306,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,33,202606200702,plos_computational_biology_2019_v15_i12,2019,"Stability of spontaneous, correlated activity in mouse auditory cortex",10.1371/journal.pcbi.1007360,138,45,0.000161030595813205,6210,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1007360&type=printable,corpus/pdfs/computational_biology/P0306.pdf,corpus/text/computational_biology/P0306.txt,c7a22137313af2e87c46f4c0d0c6eafb41ef8d38fc20af18bea4b6d07ea02b98,99939
P0307,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,34,202606200702,plos_computational_biology_2023_v19_i9,2023,Measuring uncertainty in human visual segmentation,10.1371/journal.pcbi.1011483,138,63,0.000115021854152289,8694,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1011483&type=printable,corpus/pdfs/computational_biology/P0307.pdf,corpus/text/computational_biology/P0307.txt,6e82e5e7912983c93362b3cc0433630967112291dc71fc7afcbcf9f1ead3f46d,85213
P0308,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,35,202606200702,plos_computational_biology_2023_v19_i7,2023,The shadowing effect of initial expectation on learning asymmetry,10.1371/journal.pcbi.1010751,138,50,0.000144927536231884,6900,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1010751&type=printable,corpus/pdfs/computational_biology/P0308.pdf,corpus/text/computational_biology/P0308.txt,9f7664c757ea51dce036c9f7c9c619b3654622bf98d7450cbb11006a1841ff9d,68386
P0309,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,1,202606200704,frontiers_computational_neuroscience_2024_v17,2024,A lightweight mixup-based short texts clustering for contrastive learning,10.3389/fncom.2023.1334748,23,9,0.00483091787439614,207,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2023.1334748/pdf,corpus/pdfs/computational_neuroscience/P0309.pdf,corpus/text/computational_neuroscience/P0309.txt,4c932b511085f3818952551ad4938d767568faa43dcd64b703d26ddb50b83aea,55291
P0310,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,2,202606200704,frontiers_computational_neuroscience_2023_v16,2023,"Learning with few samples in deep learning for image classification, a mini-review",10.3389/fncom.2022.1075294,23,13,0.00334448160535117,299,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2022.1075294/pdf,corpus/pdfs/computational_neuroscience/P0310.pdf,corpus/text/computational_neuroscience/P0310.txt,7a2adbfae4d825a2c4fa15c4e813c7dd38334d801288ace12951a4874e55dd4d,34021
P0311,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,3,202606200704,frontiers_computational_neuroscience_2021_v15,2021,A Plane-Dependent Model of 3D Grid Cells for Representing Both 2D and 3D Spaces Under Various Navigation Modes,10.3389/fncom.2021.739515,23,80,0.000543478260869565,1840,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2021.739515/pdf,corpus/pdfs/computational_neuroscience/P0311.pdf,corpus/text/computational_neuroscience/P0311.txt,2af8170b043525e6a0ada4b678030de74118f43f916d108ce7d3ecbb66308105,66430
P0312,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,4,202606200704,frontiers_computational_neuroscience_2021_v15,2021,Controlling Alzheimer’s Disease Through the Deep Brain Stimulation to Thalamic Relay Cells,10.3389/fncom.2021.636770,23,80,0.000543478260869565,1840,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2021.636770/pdf,corpus/pdfs/computational_neuroscience/P0312.pdf,corpus/text/computational_neuroscience/P0312.txt,676fbcba8dd97419d11b3a063e80a9beff626bc7f61ae293551c6021b5cfb495,78941
P0313,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,5,202606200704,frontiers_computational_neuroscience_2017_v10,2017,On the Maximum Storage Capacity of the Hopfield Model,10.3389/fncom.2016.00144,23,4,0.0108695652173913,92,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2016.00144/pdf,corpus/pdfs/computational_neuroscience/P0313.pdf,corpus/text/computational_neuroscience/P0313.txt,15cf31a5bb64d2698f011e1b72ca27e82148024376de06aa90be0a2a5999f26b,42156
P0314,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,6,202606200704,frontiers_computational_neuroscience_2018_v12,2018,Epileptic Seizure Prediction Based on Permutation Entropy,10.3389/fncom.2018.00055,23,84,0.0005175983436853,1932,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2018.00055/pdf,corpus/pdfs/computational_neuroscience/P0314.pdf,corpus/text/computational_neuroscience/P0314.txt,6c6ca2abc7b1c18cdde7c2ef079fa2d8df2cfbf26740d522a3c682de25d4e335,47429
P0315,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,7,202606200704,frontiers_computational_neuroscience_2021_v15,2021,Supervised Learning With First-to-Spike Decoding in Multilayer Spiking Neural Networks,10.3389/fncom.2021.617862,23,80,0.000543478260869565,1840,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2021.617862/pdf,corpus/pdfs/computational_neuroscience/P0315.pdf,corpus/text/computational_neuroscience/P0315.txt,ef3ae4dafd3c66f957d4c257270c0f0f634ceff3888ee9fffb08678b98a01985,110691
P0316,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,8,202606200704,frontiers_computational_neuroscience_2016_v9,2016,Dendrite and Axon Specific Geometrical Transformation in Neurite Development,10.3389/fncom.2015.00156,23,4,0.0108695652173913,92,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2015.00156/pdf,corpus/pdfs/computational_neuroscience/P0316.pdf,corpus/text/computational_neuroscience/P0316.txt,02324b87b07f4ac047917f6da1175970ed41e8a1d32c82c3e5bc8bee857bb2d0,40841
P0317,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,9,202606200704,frontiers_computational_neuroscience_2017_v11,2017,EEG Based Monitoring of General Anesthesia: Taking the Next Steps,10.3389/fncom.2017.00056,23,108,0.000402576489533011,2484,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2017.00056/pdf,corpus/pdfs/computational_neuroscience/P0317.pdf,corpus/text/computational_neuroscience/P0317.txt,ebdcf8a046872e4e65d14bf6f6dbebb5cb6340c62440c62a8baf489e069052f0,39236
P0318,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,10,202606200704,frontiers_computational_neuroscience_2025_v18,2025,Memory consolidation from a reinforcement learning perspective,10.3389/fncom.2024.1538741,23,4,0.0108695652173913,92,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2024.1538741/pdf,corpus/pdfs/computational_neuroscience/P0318.pdf,corpus/text/computational_neuroscience/P0318.txt,2e2dd650c85cfb2804bad6622214813393f0f25425ec0bfbcf59e9d10408d6a0,43549
