paper_id,field,source,inventory_id,era_band,draw_idx,seed,unit_id,unit_year,title,doi,eligible_units,eligible_papers_in_selected_unit,selection_probability,design_weight,pdf_url,pdf_path,text_path,pdf_sha256,text_chars
P0195,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,7,202606200502,plos_computational_biology_2015_v11_i12,2015,Epidemic Reconstruction in a Phylogenetics Framework: Transmission Trees as Partitions of the Node Set,10.1371/journal.pcbi.1004613,138,61,0.000118793062485151,8418,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004613&type=printable,corpus/pdfs/computational_biology/P0195.pdf,corpus/text/computational_biology/P0195.txt,7434c8af3cd80b6bf28a65ee9634a6555d371192ab9e930f115fade4b26e14eb,133340
P0196,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,8,202606200502,plos_computational_biology_2024_v20_i12,2024,Preserving friendships in school contacts: An algorithm to construct synthetic temporal networks for epidemic modelling,10.1371/journal.pcbi.1012661,138,76,9.534706331045e-05,10488,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1012661&type=printable,corpus/pdfs/computational_biology/P0196.pdf,corpus/text/computational_biology/P0196.txt,9ef7d56f75a1ab1326dc53fabdcd69042a3dfa9a1da1ba5745491839794b971d,81734
P0197,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,9,202606200502,plos_computational_biology_2022_v18_i10,2022,Deep mendelian randomization: Investigating the causal knowledge of genomic deep learning models,10.1371/journal.pcbi.1009880,138,87,8.32916874895885e-05,12006,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1009880&type=printable,corpus/pdfs/computational_biology/P0197.pdf,corpus/text/computational_biology/P0197.txt,cff3a62d301b08903efb030d28fe0e079699f0fbb62500a5ce30e51bf36ad071,49890
P0198,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,10,202606200502,plos_computational_biology_2017_v13_i5,2017,Co-occurring protein phosphorylation are functionally associated,10.1371/journal.pcbi.1005502,138,45,0.000161030595813205,6210,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1005502&type=printable,corpus/pdfs/computational_biology/P0198.pdf,corpus/text/computational_biology/P0198.txt,b3684d58ce604555911fca0945151392268ab4631cd61611052d09424135bf35,87672
P0199,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,11,202606200502,plos_computational_biology_2019_v15_i4,2019,Microstimulation in a spiking neural network model of the midbrain superior colliculus,10.1371/journal.pcbi.1006522,138,75,9.66183574879227e-05,10350,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1006522&type=printable,corpus/pdfs/computational_biology/P0199.pdf,corpus/text/computational_biology/P0199.txt,226aeaf9929f85185f8ebf4cf8a70106aed2ac4f03e94de838d47a382de731fe,90066
P0200,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,12,202606200502,plos_computational_biology_2017_v13_i9,2017,C-reactive protein upregulates the whole blood expression of CD59 - an integrative analysis,10.1371/journal.pcbi.1005766,138,43,0.000168520390967307,5934,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1005766&type=printable,corpus/pdfs/computational_biology/P0200.pdf,corpus/text/computational_biology/P0200.txt,662287b1c0dca5632b084ab7ba11b88d4bacc55333dd382cab40fd32459372d1,74836
P0201,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,13,202606200502,plos_computational_biology_2015_v11_i9,2015,miRTex: A Text Mining System for miRNA-Gene Relation Extraction,10.1371/journal.pcbi.1004391,138,44,0.000164690382081686,6072,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004391&type=printable,corpus/pdfs/computational_biology/P0201.pdf,corpus/text/computational_biology/P0201.txt,743aacb23ed481a02329ba65d7286e01451bbfa235326a49286051d516c18a0e,88407
P0202,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,14,202606200502,plos_computational_biology_2020_v16_i7,2020,Bayesian modelling of high-throughput sequencing assays with malacoda,10.1371/journal.pcbi.1007504,138,60,0.000120772946859903,8280,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1007504&type=printable,corpus/pdfs/computational_biology/P0202.pdf,corpus/text/computational_biology/P0202.txt,208fa2cefa08dcecd4f53b3fbc93f604d009cf9390f89556dff1279f27bc5a26,58500
P0203,Computational biology / genomics-ML,PLOS Computational Biology,plos_computational_biology_openalex_v1.0.1_through2025_20260620,2015-present_completed_years_2015-2025,15,202606200502,plos_computational_biology_2018_v14_i4,2018,"A probabilistic, distributed, recursive mechanism for decision-making in the brain",10.1371/journal.pcbi.1006033,138,57,0.000127129417747267,7866,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1006033&type=printable,corpus/pdfs/computational_biology/P0203.pdf,corpus/text/computational_biology/P0203.txt,0feb19f67fc5dab047bd708ab7f37e7e2d0c63671e7c9ca85b794a0f9eb5dd6d,115317
P0204,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,1,202606200503,frontiers_computational_neuroscience_2013_v7,2013,"Influence of slow oscillation on hippocampal activity and ripples through cortico-hippocampal synaptic interactions, analyzed by a cortical-CA3-CA1 network model",10.3389/fncom.2013.00003,16,172,0.000363372093023256,2752,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2013.00003/pdf,corpus/pdfs/computational_neuroscience/P0204.pdf,corpus/text/computational_neuroscience/P0204.txt,5a95d21ee03679cff98ea282aa70cb038c7b73b60ba75698a9e7a61bdf33be6b,109735
P0205,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,2,202606200503,frontiers_computational_neuroscience_2013_v7,2013,Cross-frequency coupling in real and virtual brain networks,10.3389/fncom.2013.00078,16,172,0.000363372093023256,2752,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2013.00078/pdf,corpus/pdfs/computational_neuroscience/P0205.pdf,corpus/text/computational_neuroscience/P0205.txt,379986ca80194777d4c9237bdd726652c6cea339bf07306b0ed1913f9c2f4905,115932
P0206,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,3,202606200503,frontiers_computational_neuroscience_2011_v5,2011,Inferring synaptic connectivity from spatio-temporal spike patterns,10.3389/fncom.2011.00003,16,56,0.00111607142857143,896,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2011.00003/pdf,corpus/pdfs/computational_neuroscience/P0206.pdf,corpus/text/computational_neuroscience/P0206.txt,a2dae85e9dc8457af1814f4cd9e2dc5b7e9f842df70b10742a3025e96d523ad4,54738
P0207,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,4,202606200503,frontiers_computational_neuroscience_2007_v1,2007,Neural circuit dynamics underlying accumulation of time-varying evidence during perceptual decision making,10.3389/neuro.10.006.2007,16,8,0.0078125,128,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/neuro.10.006.2007/pdf,corpus/pdfs/computational_neuroscience/P0207.pdf,corpus/text/computational_neuroscience/P0207.txt,ea4675dd500cbf008827d7c5104938ee27c212f19df13315328349b38ccf223a,62523
P0208,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,5,202606200503,frontiers_computational_neuroscience_2012_v5,2012,Spiking models for level-invariant encoding,10.3389/fncom.2011.00063,16,3,0.0208333333333333,48,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2011.00063/pdf,corpus/pdfs/computational_neuroscience/P0208.pdf,corpus/text/computational_neuroscience/P0208.txt,43c2cdbb30dbb4848b559b984edbd38ff0f0351d37a9cd33bce8f4e8a2b6d6a5,76012
P0209,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,6,202606200503,frontiers_computational_neuroscience_2008_v2,2008,Burst firing is a neural code in an insect auditory system,10.3389/neuro.10.003.2008,16,9,0.00694444444444444,144,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/neuro.10.003.2008/pdf,corpus/pdfs/computational_neuroscience/P0209.pdf,corpus/text/computational_neuroscience/P0209.txt,438aef8f40c385b574f29a687317878a83d24bb35c1bb2bc8f4ae20f510958df,109756
P0210,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,7,202606200503,frontiers_computational_neuroscience_2014_v7,2014,Time representation in reinforcement learning models of the basal ganglia,10.3389/fncom.2013.00194,16,7,0.00892857142857143,112,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2013.00194/pdf,corpus/pdfs/computational_neuroscience/P0210.pdf,corpus/text/computational_neuroscience/P0210.txt,4a5526566cd1e4d52f42aa600b8512ad0951a9827fc72a791f4eaa9e7e1b447d,52103
P0211,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,8,202606200503,frontiers_computational_neuroscience_2014_v8,2014,T-type calcium channels promote predictive homeostasis of input-output relations in thalamocortical neurons of lateral geniculate nucleus,10.3389/fncom.2014.00098,16,146,0.000428082191780822,2336,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2014.00098/pdf,corpus/pdfs/computational_neuroscience/P0211.pdf,corpus/text/computational_neuroscience/P0211.txt,b3b476a49d990943af71737b155f8a6b278cf17f3d0aa5bb93a3167ad4a57c7d,121363
P0212,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,9,202606200503,frontiers_computational_neuroscience_2013_v6,2013,Spatiotemporal imaging of complexity,10.3389/fncom.2012.00101,16,4,0.015625,64,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2012.00101/pdf,corpus/pdfs/computational_neuroscience/P0212.pdf,corpus/text/computational_neuroscience/P0212.txt,5aea18ac5a35dd17447e5a07854b7e98a2ad8bf1082ddea8dfd498d6682bca83,65401
P0213,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,10,202606200503,frontiers_computational_neuroscience_2012_v6,2012,Input-to-output transformation in a model of the rat hippocampal CA1 network,10.3389/fncom.2012.00057,16,92,0.000679347826086957,1472,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2012.00057/pdf,corpus/pdfs/computational_neuroscience/P0213.pdf,corpus/text/computational_neuroscience/P0213.txt,7e9fd91d73ca4038e5c1aa9cf53152f9d0f83d37e37db28767342c2af05ffbf8,44691
P0214,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,11,202606200503,frontiers_computational_neuroscience_2007_v1,2007,Inhibition potentiates the synchronizing action of electrical synapses,10.3389/neuro.10.008.2007,16,8,0.0078125,128,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/neuro.10.008.2007/pdf,corpus/pdfs/computational_neuroscience/P0214.pdf,corpus/text/computational_neuroscience/P0214.txt,f2fc7677b9fdd3ba628a32ee6733dfebe4e2e6e583b371e71dc614a8fa309316,54028
P0215,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,12,202606200503,frontiers_computational_neuroscience_2014_v7,2014,How pattern formation in ring networks of excitatory and inhibitory spiking neurons depends on the input current regime,10.3389/fncom.2013.00187,16,7,0.00892857142857143,112,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2013.00187/pdf,corpus/pdfs/computational_neuroscience/P0215.pdf,corpus/text/computational_neuroscience/P0215.txt,01bb2415fc3e8f9b0afd455ff23152af1d4ffd4a5d2951631a6a4ce69d147928,100274
P0216,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,13,202606200503,frontiers_computational_neuroscience_2014_v7,2014,A computational model of altered gait patterns in parkinson's disease patients negotiating narrow doorways,10.3389/fncom.2013.00190,16,7,0.00892857142857143,112,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2013.00190/pdf,corpus/pdfs/computational_neuroscience/P0216.pdf,corpus/text/computational_neuroscience/P0216.txt,2cdb5b0fa25ec1270b1d76247ea1fc4768018cc3821175997c961808406c71f2,80139
P0217,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,14,202606200503,frontiers_computational_neuroscience_2011_v4,2011,A Compositionality Machine Realized by a Hierarchic Architecture of Synfire Chains,10.3389/fncom.2010.00154,16,4,0.015625,64,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2010.00154/pdf,corpus/pdfs/computational_neuroscience/P0217.pdf,corpus/text/computational_neuroscience/P0217.txt,67a7c4123a6cda1e1220b511ac4a8061d8b51db16e287c665425bc60a3947bcc,82447
P0218,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,15,202606200503,frontiers_computational_neuroscience_2014_v8_imar,2014,Bayesian deterministic decision making: a normative account of the operant matching law and heavy-tailed reward history dependency of choices,10.3389/fncom.2014.00018,16,1,0.0625,16,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2014.00018/pdf,corpus/pdfs/computational_neuroscience/P0218.pdf,corpus/text/computational_neuroscience/P0218.txt,3e8a7cef82beaf011442609546a2cdffc39603364d4a66236bce1fccd0e2cac1,38925
