source,unit_id,year,volume,issue,doi,openalex_id,title,authors,type,oa_status,oa_url,pdf_url,landing_page_url
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0776-0,https://openalex.org/W2099595226,Schmutzi: estimation of contamination and endogenous mitochondrial consensus calling for ancient DNA,Gabriel Renaud; Viviane Slon; Ana T. Duggan; Janet Kelso,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0776-0,https://link.springer.com/content/pdf/10.1186/s13059-015-0776-0.pdf,https://doi.org/10.1186/s13059-015-0776-0
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0801-3,https://openalex.org/W2110884132,Spatio-temporal regulation of circular RNA expression during porcine embryonic brain development,Morten T. Venø et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0801-3,https://link.springer.com/content/pdf/10.1186/s13059-015-0801-3.pdf,https://doi.org/10.1186/s13059-015-0801-3
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0799-6,https://openalex.org/W2176976665,CRISPR/Cas9-mediated viral interference in plants,Zahir Ali; Aala A. Abulfaraj; A. M. Idris; Shakila Ali; Manal Tashkandi; Magdy M. Mahfouz,article,gold,https://link.springer.com/content/pdf/10.1186/s13059-015-0799-6.pdf,https://link.springer.com/content/pdf/10.1186/s13059-015-0799-6.pdf,https://doi.org/10.1186/s13059-015-0799-6
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0828-5,https://openalex.org/W2200534091,"Lifetime stress accelerates epigenetic aging in an urban, African American cohort: relevance of glucocorticoid signaling",Anthony S. Zannas et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0828-5,https://link.springer.com/content/pdf/10.1186/s13059-015-0828-5.pdf,https://doi.org/10.1186/s13059-015-0828-5
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0600-x,https://openalex.org/W4297674379,A coherent approach for analysis of the Illumina HumanMethylation450 BeadChip improves data quality and performance in epigenome-wide association studies,Benjamin Lehne et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0600-x,https://link.springer.com/content/pdf/10.1186/s13059-015-0600-x.pdf,https://doi.org/10.1186/s13059-015-0600-x
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0762-6,https://openalex.org/W2142933606,Tools and best practices for data processing in allelic expression analysis,Stephane E. Castel; Ami Levy‐Moonshine; Pejman Mohammadi; Eric Banks; Tuuli Lappalainen,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0762-6,https://link.springer.com/content/pdf/10.1186/s13059-015-0762-6.pdf,https://doi.org/10.1186/s13059-015-0762-6
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0846-3,https://openalex.org/W2203807603,Optimizing sgRNA structure to improve CRISPR-Cas9 knockout efficiency,Ying Dang et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0846-3,https://link.springer.com/content/pdf/10.1186/s13059-015-0846-3.pdf,https://doi.org/10.1186/s13059-015-0846-3
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0784-0,https://openalex.org/W2134298288,WU-CRISPR: characteristics of functional guide RNAs for the CRISPR/Cas9 system,Nathan Wong; Weijun Liu; Xiaowei Wang,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0784-0,https://link.springer.com/content/pdf/10.1186/s13059-015-0784-0.pdf,https://doi.org/10.1186/s13059-015-0784-0
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0741-y,https://openalex.org/W1896708637,Reconstructing A/B compartments as revealed by Hi-C using long-range correlations in epigenetic data,Jean-Philippe Fortin; Kasper D. Hansen,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0741-y,https://link.springer.com/content/pdf/10.1186/s13059-015-0741-y.pdf,https://doi.org/10.1186/s13059-015-0741-y
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0677-2,https://openalex.org/W1843776586,Rapid draft sequencing and real-time nanopore sequencing in a hospital outbreak of Salmonella,Joshua Quick et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0677-2,https://link.springer.com/content/pdf/10.1186/s13059-015-0677-2.pdf,https://doi.org/10.1186/s13059-015-0677-2
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0817-8,https://openalex.org/W2172425918,Characterization of Staphylococcus aureus Cas9: a smaller Cas9 for all-in-one adeno-associated virus delivery and paired nickase applications,Ari E. Friedland et al.,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-015-0817-8,https://link.springer.com/content/pdf/10.1186/s13059-015-0817-8.pdf,https://doi.org/10.1186/s13059-015-0817-8
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0716-z,https://openalex.org/W1927774076,Genetic properties of the MAGIC maize population: a new platform for high definition QTL mapping in Zea mays,Matteo Dell’Acqua et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0716-z,https://link.springer.com/content/pdf/10.1186/s13059-015-0716-z.pdf,https://doi.org/10.1186/s13059-015-0716-z
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0768-0,https://openalex.org/W2156988725,Chromatin interaction analysis reveals changes in small chromosome and telomere clustering between epithelial and breast cancer cells,A. Rasim Barutcu et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0768-0,https://link.springer.com/content/pdf/10.1186/s13059-015-0768-0.pdf,https://doi.org/10.1186/s13059-015-0768-0
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0728-8,https://openalex.org/W1783209592,Bipartite structure of the inactive mouse X chromosome,Xinxian Deng et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0728-8,https://link.springer.com/content/pdf/10.1186/s13059-015-0728-8.pdf,https://doi.org/10.1186/s13059-015-0728-8
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0841-8,https://openalex.org/W2193096068,The microbiome quality control project: baseline study design and future directions,Rashmi Sinha; Christian C. Abnet; Owen White; Rob Knight; Curtis Huttenhower,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-015-0841-8,https://link.springer.com/content/pdf/10.1186/s13059-015-0841-8.pdf,https://doi.org/10.1186/s13059-015-0841-8
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0834-7,https://openalex.org/W2952673498,Metagenome-assembled genomes uncover a global brackish microbiome,Luisa W. Hugerth et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0834-7,https://link.springer.com/content/pdf/10.1186/s13059-015-0834-7.pdf,https://doi.org/10.1186/s13059-015-0834-7
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0750-x,https://openalex.org/W2099535442,A novel multi-tissue RNA diagnostic of healthy ageing relates to cognitive health status,Sanjana Sood et al.,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-015-0750-x,https://link.springer.com/content/pdf/10.1186/s13059-015-0750-x.pdf,https://doi.org/10.1186/s13059-015-0750-x
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0767-1,https://openalex.org/W1915573037,HiCPlotter integrates genomic data with interaction matrices,Kadir C. Akdemir; Lynda Chin,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-015-0767-1,https://link.springer.com/content/pdf/10.1186/s13059-015-0767-1.pdf,https://doi.org/10.1186/s13059-015-0767-1
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0769-z,https://openalex.org/W2096315053,Deep sequencing and de novo assembly of the mouse oocyte transcriptome define the contribution of transcription to the DNA methylation landscape,Lenka Veselovská et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0769-z,https://link.springer.com/content/pdf/10.1186/s13059-015-0769-z.pdf,https://doi.org/10.1186/s13059-015-0769-z
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0818-7,https://openalex.org/W2175385506,Rapid characterization of CRISPR-Cas9 protospacer adjacent motif sequence elements,Tautvydas Karvelis et al.,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-015-0818-7,https://link.springer.com/content/pdf/10.1186/s13059-015-0818-7.pdf,https://doi.org/10.1186/s13059-015-0818-7
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0790-2,https://openalex.org/W2142529983,"Genome sequencing of the extinct Eurasian wild aurochs, Bos primigenius, illuminates the phylogeography and evolution of cattle",Stephen D. E. Park et al.,article,gold,https://link.springer.com/content/pdf/10.1186/s13059-015-0790-2.pdf,https://link.springer.com/content/pdf/10.1186/s13059-015-0790-2.pdf,https://doi.org/10.1186/s13059-015-0790-2
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0742-x,https://openalex.org/W2154350719,Extensive identification and analysis of conserved small ORFs in animals,Sebastian D. Mackowiak et al.,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-015-0742-x,https://link.springer.com/content/pdf/10.1186/s13059-015-0742-x.pdf,https://doi.org/10.1186/s13059-015-0742-x
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0700-7,https://openalex.org/W1911343030,CoMEt: a statistical approach to identify combinations of mutually exclusive alterations in cancer,Mark D.M. Leiserson; Hsin-Ta Wu; Fabio Vandin; Benjamin J. Raphael,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0700-7,https://link.springer.com/content/pdf/10.1186/s13059-015-0700-7.pdf,https://doi.org/10.1186/s13059-015-0700-7
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0792-0,https://openalex.org/W2114210098,TLE6 mutation causes the earliest known human embryonic lethality,Anas M. Alazami et al.,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-015-0792-0,https://link.springer.com/content/pdf/10.1186/s13059-015-0792-0.pdf,https://doi.org/10.1186/s13059-015-0792-0
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0837-4,https://openalex.org/W2196011667,"Genomic legacy of the African cheetah, Acinonyx jubatus",Pavel Dobrynin et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0837-4,https://link.springer.com/content/pdf/10.1186/s13059-015-0837-4.pdf,https://doi.org/10.1186/s13059-015-0837-4
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0779-x,https://openalex.org/W1906138272,Mutation in WDR4 impairs tRNA m7G46 methylation and causes a distinct form of microcephalic primordial dwarfism,Ranad Shaheen et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0779-x,https://link.springer.com/content/pdf/10.1186/s13059-015-0779-x.pdf,https://doi.org/10.1186/s13059-015-0779-x
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0693-2,https://openalex.org/W2900086599,Comprehensive gene panels provide advantages over clinical exome sequencing for Mendelian diseases,Saudi Mendeliome Group,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0693-2,https://link.springer.com/content/pdf/10.1186/s13059-015-0693-2.pdf,https://doi.org/10.1186/s13059-015-0693-2
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0761-7,https://openalex.org/W2155833028,Multiple sources of bias confound functional enrichment analysis of global -omics data,James A. Timmons; Krzysztof J. Szkop; Iain J. Gallagher,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0761-7,https://link.springer.com/content/pdf/10.1186/s13059-015-0761-7.pdf,https://doi.org/10.1186/s13059-015-0761-7
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0839-2,https://openalex.org/W2213040759,Transcriptome-wide high-throughput deep m6A-seq reveals unique differential m6A methylation patterns between three organs in Arabidopsis thaliana,Yizhen Wan et al.,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-015-0839-2,https://link.springer.com/content/pdf/10.1186/s13059-015-0839-2.pdf,https://doi.org/10.1186/s13059-015-0839-2
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0734-x,https://openalex.org/W2099879295,Errors in RNA-Seq quantification affect genes of relevance to human disease,Christelle Robert; Mick Watson,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0734-x,https://link.springer.com/content/pdf/10.1186/s13059-015-0734-x.pdf,https://doi.org/10.1186/s13059-015-0734-x
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0753-7,https://openalex.org/W2116261028,Comparison of Hi-C results using in-solution versus in-nucleus ligation,Takashi Nagano; Csilla Várnai; Stefan Schoenfelder; Biola M. Javierre; Steven Wingett; Peter Fraser,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-015-0753-7,https://link.springer.com/content/pdf/10.1186/s13059-015-0753-7.pdf,https://doi.org/10.1186/s13059-015-0753-7
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0729-7,https://openalex.org/W2117309809,Exploiting single-molecule transcript sequencing for eukaryotic gene prediction,André E. Minoche et al.,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-015-0729-7,https://link.springer.com/content/pdf/10.1186/s13059-015-0729-7.pdf,https://doi.org/10.1186/s13059-015-0729-7
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0840-9,https://openalex.org/W2216103240,A novel ATAC-seq approach reveals lineage-specific reinforcement of the open chromatin landscape via cooperation between BAF and p63,Xiaomin Bao et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0840-9,https://link.springer.com/content/pdf/10.1186/s13059-015-0840-9.pdf,https://doi.org/10.1186/s13059-015-0840-9
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-014-0576-y,https://openalex.org/W2117961743,Rapid reprogramming of epigenetic and transcriptional profiles in mammalian culture systems,Colm E. Nestor et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-014-0576-y,https://link.springer.com/content/pdf/10.1186/s13059-014-0576-y.pdf,https://doi.org/10.1186/s13059-014-0576-y
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0763-5,https://openalex.org/W1942669039,Postnatal epigenetic regulation of intestinal stem cells requires DNA methylation and is guided by the microbiome,Dahai Yu et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0763-5,https://link.springer.com/content/pdf/10.1186/s13059-015-0763-5.pdf,https://doi.org/10.1186/s13059-015-0763-5
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0712-3,https://openalex.org/W2147673524,Barley landraces are characterized by geographically heterogeneous genomic origins,Ana Poets; Zhou Fang; Michael T. Clegg; Peter L. Morrell,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0712-3,https://link.springer.com/content/pdf/10.1186/s13059-015-0712-3.pdf,https://doi.org/10.1186/s13059-015-0712-3
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0758-2,https://openalex.org/W1959574505,An ensemble approach to accurately detect somatic mutations using SomaticSeq,Li Tai Fang et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0758-2,https://link.springer.com/content/pdf/10.1186/s13059-015-0758-2.pdf,https://doi.org/10.1186/s13059-015-0758-2
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0777-z,https://openalex.org/W2140191982,Determining exon connectivity in complex mRNAs by nanopore sequencing,Mohan Bolisetty; Gopinath Rajadinakaran; Brenton R. Graveley,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0777-z,https://link.springer.com/content/pdf/10.1186/s13059-015-0777-z.pdf,https://doi.org/10.1186/s13059-015-0777-z
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0698-x,https://openalex.org/W2126438274,Dynamics of gene silencing during X inactivation using allele-specific RNA-seq,Hendrik Marks et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0698-x,https://link.springer.com/content/pdf/10.1186/s13059-015-0698-x.pdf,https://doi.org/10.1186/s13059-015-0698-x
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0842-7,https://openalex.org/W2209701692,High density methylation QTL analysis in human blood via next-generation sequencing of the methylated genomic DNA fraction,Joseph L. McClay et al.,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-015-0842-7,https://link.springer.com/content/pdf/10.1186/s13059-015-0842-7.pdf,https://doi.org/10.1186/s13059-015-0842-7
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0697-y,https://openalex.org/W1960424936,The impact of read length on quantification of differentially expressed genes and splice junction detection,Sagar Chhangawala; Gabe Rudy; Christopher E. Mason; Jeffrey Rosenfeld,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0697-y,https://link.springer.com/content/pdf/10.1186/s13059-015-0697-y.pdf,https://doi.org/10.1186/s13059-015-0697-y
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0727-9,https://openalex.org/W1776547251,Genome-wide mapping of promoter-anchored interactions with close to single-enhancer resolution,Pelin Sahlén et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0727-9,https://link.springer.com/content/pdf/10.1186/s13059-015-0727-9.pdf,https://doi.org/10.1186/s13059-015-0727-9
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0642-0,https://openalex.org/W1544419537,Comparison of the three-dimensional organization of sperm and fibroblast genomes using the Hi-C approach,Nariman Battulin et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0642-0,https://link.springer.com/content/pdf/10.1186/s13059-015-0642-0.pdf,https://doi.org/10.1186/s13059-015-0642-0
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0764-4,https://openalex.org/W2134675370,Metassembler: merging and optimizing de novo genome assemblies,Alejandro Wences; Michael C. Schatz,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-015-0764-4,https://link.springer.com/content/pdf/10.1186/s13059-015-0764-4.pdf,https://doi.org/10.1186/s13059-015-0764-4
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0705-2,https://openalex.org/W1947660531,Long non-coding RNA ROR decoys gene-specific histone methylation to promote tumorigenesis,Jiayan Fan et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0705-2,https://link.springer.com/content/pdf/10.1186/s13059-015-0705-2.pdf,https://doi.org/10.1186/s13059-015-0705-2
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0757-3,https://openalex.org/W2138506770,Exploring the rice dispensable genome using a metagenome-like assembly strategy,Wen Yao; Guangwei Li; Hu Zhao; Gongwei Wang; Xingming Lian; Weibo Xie,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0757-3,https://link.springer.com/content/pdf/10.1186/s13059-015-0757-3.pdf,https://doi.org/10.1186/s13059-015-0757-3
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0726-x,https://openalex.org/W1668487814,Real-time digital pathogen surveillance — the time is now,Jennifer L. Gardy; Nicholas J. Loman; Andrew Rambaut,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0726-x,https://link.springer.com/content/pdf/10.1186/s13059-015-0726-x.pdf,https://doi.org/10.1186/s13059-015-0726-x
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0815-x,https://openalex.org/W2183998942,The estrous cycle surpasses sex differences in regulating the transcriptome in the rat medial prefrontal cortex and reveals an underlying role of early growth response 1,Florian Duclot; Mohamed Kabbaj,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0815-x,https://link.springer.com/content/pdf/10.1186/s13059-015-0815-x.pdf,https://doi.org/10.1186/s13059-015-0815-x
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0850-7,https://openalex.org/W2191243614,Five selfish reasons to work reproducibly,Florian Markowetz,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-015-0850-7,https://link.springer.com/content/pdf/10.1186/s13059-015-0850-7.pdf,https://doi.org/10.1186/s13059-015-0850-7
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0740-z,https://openalex.org/W2105242349,Predicting chromatin organization using histone marks,Jialiang Huang; Eugenio Marco; Luca Pinello; Guo‐Cheng Yuan,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0740-z,https://link.springer.com/content/pdf/10.1186/s13059-015-0740-z.pdf,https://doi.org/10.1186/s13059-015-0740-z
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0838-3,https://openalex.org/W2194255098,A genome-wide survey of DNA methylation in hexaploid wheat,Laura‐Jayne Gardiner; Mark Quinton-Tulloch; Lisa Olohan; Jonathan Price; Neil Hall; Anthony Hall,article,gold,https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-015-0838-3,https://link.springer.com/content/pdf/10.1186/s13059-015-0838-3.pdf,https://doi.org/10.1186/s13059-015-0838-3
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0736-8,https://openalex.org/W2163068365,Comparative analyses of CTCF and BORIS occupancies uncover two distinct classes of CTCF binding genomic regions,Elena M. Pugacheva et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0736-8,https://link.springer.com/content/pdf/10.1186/s13059-015-0736-8.pdf,https://doi.org/10.1186/s13059-015-0736-8
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0814-y,https://openalex.org/W2192281309,Understanding Brassicaceae evolution through ancestral genome reconstruction,Florent Murat et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0814-y,https://link.springer.com/content/pdf/10.1186/s13059-015-0814-y.pdf,https://doi.org/10.1186/s13059-015-0814-y
Genome Biology,genome_biology_v16_i1,2015,16,1,10.1186/s13059-015-0772-4,https://openalex.org/W2171273050,New genes drive the evolution of gene interaction networks in the human and mouse genomes,Wenyu Zhang; Patrick Landback; Andrea R. Gschwend; Bairong Shen; Manyuan Long,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-015-0772-4,https://link.springer.com/content/pdf/10.1186/s13059-015-0772-4.pdf,https://doi.org/10.1186/s13059-015-0772-4
